"Job.Title","Position","Employee.Identifier","Fiscal.Year.2018","Total.Biennium","agency"
"RESIDENT ASSISTANT","28537","78E290EEDB","$425.52","$425.52","North Dakota State College Sci"
"RESIDENT ASSISTANT","101622","D1C5B421B9","$425.52","$425.52","North Dakota State College Sci"
"RESIDENT ASSISTANT","101623","3F5EDFFCFE","$475.47","$475.47","North Dakota State College Sci"
"RESIDENT ASSISTANT","101625","067357D1F0","$199.50","$199.50","North Dakota State College Sci"
"RESIDENT ASSISTANT","101636","501CE8BBF4","$425.52","$425.52","North Dakota State College Sci"
"RESIDENT ASSISTANT","101637","FAE4335ADE","$425.52","$425.52","North Dakota State College Sci"
"RESIDENT ASSISTANT","101647","82187B601B","$425.52","$425.52","North Dakota State College Sci"
"RESIDENT ASSISTANT","101648","FACBD95218","$199.50","$199.50","North Dakota State College Sci"
"RESIDENT ASSISTANT","101649","940495A568","$425.52","$425.52","North Dakota State College Sci"
"RESIDENT ASSISTANT","101650","9662FCEAA7","$378.24","$378.24","North Dakota State College Sci"
"RESIDENT ASSISTANT","101651","9B50FAEF87","$425.52","$425.52","North Dakota State College Sci"
"RESIDENT ASSISTANT","101658","6ED08BE55B","$425.52","$425.52","North Dakota State College Sci"
"RESIDENT ASSISTANT","101659","2232FF8988","$99.50","$99.50","North Dakota State College Sci"
"RESIDENT ASSISTANT","101659","7FE421BF7A","$425.52","$425.52","North Dakota State College Sci"
"RESIDENT ASSISTANT","101669","4DC2A6C45A","$425.52","$425.52","North Dakota State College Sci"
"RESIDENT ASSISTANT","101675","6FBD9613A8","$425.52","$425.52","North Dakota State College Sci"
"RESIDENT ASSISTANT","101676","B0861A7EBE","$425.52","$425.52","North Dakota State College Sci"
"RESIDENT ASSISTANT","102106","799BAEB47E","$425.52","$425.52","North Dakota State College Sci"
"RESIDENT ASSISTANT","102108","D19FFB484F","$425.52","$425.52","North Dakota State College Sci"
"RESIDENT ASSISTANT","102109","96FF6F539C","$557.92","$557.92","North Dakota State College Sci"
"RESIDENT ASSISTANT","102337","167A252910","$425.52","$425.52","North Dakota State College Sci"
"RESIDENT ASSISTANT","102366","0D21DA404A","$425.52","$425.52","North Dakota State College Sci"
"RESIDENT DIRECTOR ","11159","D425C92271","$15,913.56","$15,913.56","North Dakota State College Sci"
"RESIDENT DIRECTOR ","11588","66BB7CCB17","$15,750.00","$15,750.00","North Dakota State College Sci"
"RESIDENT DIRECTOR NORGAARD","11382","5941F2F7DB","$11,666.70","$11,666.70","North Dakota State College Sci"
"RETAIL OPERATIONS COORDINATOR ","11317","6F3572D744","$17,336.43","$17,336.43","North Dakota State College Sci"
"SAFETY DIRECTOR ","11320","BD9833B81D","$31,914.24","$31,914.24","North Dakota State College Sci"
"SALAD PREPARATION WORKER","11129","0410F59D08","$10,947.10","$10,947.10","North Dakota State College Sci"
"SALES MANAGER ","11324","AD45BDF47A","$23,819.47","$23,819.47","North Dakota State College Sci"
"SBDC DIRECTOR ","28022","38BB7F2C05","$25,989.96","$25,989.96","North Dakota State College Sci"
"SEEC EXEC DIRECTOR/COORDINATOR","11161","0B0F8359B5","$45,197.16","$45,197.16","North Dakota State College Sci"
"SPORTS INFORMATION/ASST MBB ","26419","AB25828F66","$7,076.01","$7,076.01","North Dakota State College Sci"
"STAFF ACCOUNTANT","11453","6EF9ED5883","$28,029.48","$28,029.48","North Dakota State College Sci"
"STEM OUTREACH SPECIALAIST ","27264","6CD85509C7","$27,667.75","$27,667.75","North Dakota State College Sci"
"STUDENT ACCESSIBILITY COORD ","11172","3F28E5977D","$28,613.28","$28,613.28","North Dakota State College Sci"
"STUDENT ACCOUNTS MANAGER","11251","F81D183914","$23,954.76","$23,954.76","North Dakota State College Sci"
"STUDENT ADVOCATE","102437","2C4A1556AD","$1,958.33","$1,958.33","North Dakota State College Sci"
"STUDENT ADVOCATE","102437","9742E361A3","$12,520.44","$12,520.44","North Dakota State College Sci"
"STUDENT ASSISTANT ","12471","9A2814E2D7","$444.84","$444.84","North Dakota State College Sci"
"STUDENT CENTER EVENING SUP","11403","1557A8F24C","$9,428.76","$9,428.76","North Dakota State College Sci"
"STUDENT COOK","26864","0113DB8235","$265.39","$265.39","North Dakota State College Sci"
"STUDENT COOK","26864","1ACB7EEB7B","$532.53","$532.53","North Dakota State College Sci"
"STUDENT COOK","26864","8BEAC98D9A","$477.59","$477.59","North Dakota State College Sci"
"STUDENT COOK","26864","92F4961FF8","$597.88","$597.88","North Dakota State College Sci"
"STUDENT COORDINATOR ","11318","09FDFD4711","$627.03","$627.03","North Dakota State College Sci"
"STUDENT COORDINATOR ","11318","A4FB650D90","$2,727.03","$2,727.03","North Dakota State College Sci"
"STUDENT LAB ASSISTANT ","11627","1A8B65C112","$1,810.00","$1,810.00","North Dakota State College Sci"
"STUDENT LAB ASSISTANT ","11627","64515D0530","$930.00","$930.00","North Dakota State College Sci"
"STUDENT LAB ASSISTANT ","11627","8B8E9D4BDC","$1,810.00","$1,810.00","North Dakota State College Sci"
"STUDENT LAB ASSISTANT ","101741","9511BD6E24","$490.00","$490.00","North Dakota State College Sci"
"STUDENT MOTORPOOL/GROUNDS/MNTC","12455","ABE10F5175","$1,462.00","$1,462.00","North Dakota State College Sci"
"STUDENT RECRUIT/OUTREACH SPCL ","101137","5C871CF990","$21,944.52","$21,944.52","North Dakota State College Sci"
"STUDENT SERVICES GENERALIST ","101138","91EB0743A4","$21,944.52","$21,944.52","North Dakota State College Sci"
"STUDENT SPORTS & EQUIP TECH ","11290","D416B9FE83","$21,639.96","$21,639.96","North Dakota State College Sci"
"STUDENT STORE KEEPER","11491","B7DEF30B7C","$955.10","$955.10","North Dakota State College Sci"
"STUDENT SUCCESS OFFICE MANAGER","28512","3B3AC403A3","$23,499.96","$23,499.96","North Dakota State College Sci"
"STUDENT SUCCESS SPECIALIST","101672","24FEFB6BA4","$23,865.04","$23,865.04","North Dakota State College Sci"
"STUDENT SUCCESS SPECIALIST","101932","90825E124A","$1,853.48","$1,853.48","North Dakota State College Sci"
"STUDENT SUCCESS SPECIALIST","102405","855AAEB6D0","$20,600.04","$20,600.04","North Dakota State College Sci"
"STUDENT SUPERVISOR","28546","1ACB7EEB7B","$1,566.46","$1,566.46","North Dakota State College Sci"
"STUDENT SUPERVISOR","28546","A7B1BD6A06","$717.86","$717.86","North Dakota State College Sci"
"STUDENT SUPERVISOR IN TRAINING","11292","6E91010174","$720.56","$720.56","North Dakota State College Sci"
"STUDENT SUPERVISOR IN TRAINING","11331","2EA74BC4F1","$873.88","$873.88","North Dakota State College Sci"
"STUDENT SUPERVISOR IN TRAINING","11331","386E5C5A37","$1,188.27","$1,188.27","North Dakota State College Sci"
"STUDENT SUPERVISOR IN TRAINING","11331","3CFAD24587","$672.63","$672.63","North Dakota State College Sci"
"STUDENT SUPPORT COORDINATOR ","101761","B62D533B93","$28,795.80","$28,795.80","North Dakota State College Sci"
"STUDENT TUTOR ","12511","30F265C09A","$379.00","$379.00","North Dakota State College Sci"
"STUDENT TUTOR ","12511","334F7DE09E","$197.50","$197.50","North Dakota State College Sci"
"STUDENT TUTOR ","12511","48CF070026","$20.00","$20.00","North Dakota State College Sci"
"STUDENT TUTOR ","12511","4FE159E9D0","$579.50","$579.50","North Dakota State College Sci"
"STUDENT TUTOR ","12511","853C5DA62C","$1,081.40","$1,081.40","North Dakota State College Sci"
"STUDENT TUTOR ","12511","86900953C2","$303.80","$303.80","North Dakota State College Sci"
"STUDENT TUTOR ","12511","8D6F39CEA9","$393.10","$393.10","North Dakota State College Sci"
"STUDENT TUTOR ","12511","B35BBB9547","$534.20","$534.20","North Dakota State College Sci"
"STUDENT TUTOR ","12511","BA9E50F3D3","$667.50","$667.50","North Dakota State College Sci"
"STUDENT TUTOR ","12511","CB5064724E","$481.60","$481.60","North Dakota State College Sci"
"STUDENT TUTOR ","12511","DE61E8D67C","$493.40","$493.40","North Dakota State College Sci"
"STUDENT TUTOR ","12511","E5E35C4B0D","$689.90","$689.90","North Dakota State College Sci"
"SUMMER CAMP COORDINATOR ","27280","446A263B14","$4,101.00","$4,101.00","North Dakota State College Sci"
"SWIM INSTRUCTOR AID ","11554","CC0188D783","$183.75","$183.75","North Dakota State College Sci"
"SWIM LESSON PROG COORD","102004","539A7B1A0F","$14,273.68","$14,273.68","North Dakota State College Sci"
"TAACCCT PROJECT MANAGER ","101046","C0FA3AA89D","$80.70","$80.70","North Dakota State College Sci"
"TAACCCT PROJECT MANAGER ","101046","F0AFBEBF9C","$6,682.16","$6,682.16","North Dakota State College Sci"
"TECH/PARA (TEMP), SECURITY","11583","61F5363023","$185.90","$185.90","North Dakota State College Sci"
"TECH/PARA (TEMP), SECURITY","11583","82DA7A09CD","$15.20","$15.20","North Dakota State College Sci"
"TECHNICAL SERVICES COORDINATOR","23997","DD8BAE40B1","$32,940.48","$32,940.48","North Dakota State College Sci"
"TECHNICAL SUPPORT SPECIALIST","11399","8C150E61FE","$22,625.76","$22,625.76","North Dakota State College Sci"
"TEMP BUILDING SERVICES","11597","56123E0A72","$3,700.71","$3,700.71","North Dakota State College Sci"
"TEMP CUSTODIAL/GROUNDS/MTNCE","24805","45825B1CFE","$1,657.50","$1,657.50","North Dakota State College Sci"
"TEMP CUSTODIAL/MTNCE","11343","01EBC3020A","$1,966.00","$1,966.00","North Dakota State College Sci"
"TEMP CUSTODIAL/MTNCE","11343","1B38650591","$1,770.00","$1,770.00","North Dakota State College Sci"
"TEMP CUSTODIAL/MTNCE","11343","36C34D2F78","$1,793.50","$1,793.50","North Dakota State College Sci"
"TEMP CUSTODIAL/MTNCE","11343","91187DF8CF","$1,692.00","$1,692.00","North Dakota State College Sci"
"TEMP CUSTODIAL/MTNCE","11343","C17807BED6","$1,848.00","$1,848.00","North Dakota State College Sci"
"TEMP CUSTODIAL/MTNCE","11343","CA4685EA15","$512.00","$512.00","North Dakota State College Sci"
"TEMP CUSTODIAL/MTNCE","11343","DB68F5B1CA","$901.00","$901.00","North Dakota State College Sci"
"TEMP CUSTODIAL/MTNCE","11343","F252AC4800","$1,840.00","$1,840.00","North Dakota State College Sci"
"TEMP LIGHT & SOUND","101759","AE4FE4FD50","$346.80","$346.80","North Dakota State College Sci"
"TEMP LIGHT & SOUND","101890","DA3D2E8F9B","$2,554.42","$2,554.42","North Dakota State College Sci"
"TEMP LIGHT & SOUND","101891","64B485601B","$57.60","$57.60","North Dakota State College Sci"
"TEMP LIGHT & SOUND","101891","EBEBD91A5B","$737.40","$737.40","North Dakota State College Sci"
"TEMP PART-TIME FACIL MGMT ","102101","EA0C1C7077","$4,736.64","$4,736.64","North Dakota State College Sci"
"TEMP PT FOUNDATION OFFICE ","101994","FEF2F9E2B5","$4,289.01","$4,289.01","North Dakota State College Sci"
"TEMP WATER AEROBICS INSTRUCT","102003","1EE0251387","$35.00","$35.00","North Dakota State College Sci"
"TEMPORARY DINING SERVICES ","11150","A928AD8060","$2,366.88","$2,366.88","North Dakota State College Sci"
"TEMPORARY DINING SERVICES ","11475","60696D3F18","$2,477.36","$2,477.36","North Dakota State College Sci"
"TEMPORARY DINING SERVICES ","11638","134DB6169F","$2,510.87","$2,510.87","North Dakota State College Sci"
"TEMPORARY ELECTRONICS/IT","102335","4E110967A5","$3,231.90","$3,231.90","North Dakota State College Sci"
"TEMPORARY GENERAL ","11305","E049E5E16C","$38.45","$38.45","North Dakota State College Sci"
"TEMPORARY LIFEGUARD ","26649","FF2BD69A6F","$176.49","$176.49","North Dakota State College Sci"
"TEMPORARY LIFEGUARD ","101978","5ECBACACAC","$99.93","$99.93","North Dakota State College Sci"
"TEMPORARY LIFEGUARD ","101981","F206D9F788","$1,342.75","$1,342.75","North Dakota State College Sci"
"TEMPORARY LIFEGUARD ","101986","8A88FCFD74","$743.99","$743.99","North Dakota State College Sci"
"TEMPORARY LIFEGUARD ","102002","0D1FF107DD","$445.68","$445.68","North Dakota State College Sci"
"TEMPORARY LIFEGUARD ","102002","8C4C276460","$162.00","$162.00","North Dakota State College Sci"
"TEMPORARY OFFICE","11470","1C48979050","$1,324.47","$1,324.47","North Dakota State College Sci"
"TEMPORARY OFFICE","11470","F7187AE193","$4,963.08","$4,963.08","North Dakota State College Sci"
"TEMPORARY OFFICE ASSISTANT","26589","5841FCCA07","$4,550.98","$4,550.98","North Dakota State College Sci"
"TEMPORARY PAINTING","11482","B8AD04F5AE","$2,490.00","$2,490.00","North Dakota State College Sci"
"TEMPORARY PAINTING","25896","9B50FAEF87","$1,295.00","$1,295.00","North Dakota State College Sci"
"TEST CENTER ASSISTANT ","102194","A1BD4815F4","$5,538.30","$5,538.30","North Dakota State College Sci"
"TEST CENTER SUPERVISOR","25308","1407BC6951","$19,515.45","$19,515.45","North Dakota State College Sci"
"TEXTBOOK & COURSE SUPPLY ASSOC","11485","1EF3655B80","$6,459.84","$6,459.84","North Dakota State College Sci"
"TEXTBOOK ASSOCIATE","11485","1EF3655B80","$13,981.82","$13,981.82","North Dakota State College Sci"
"TRAIN ND DIRECTOR ","26748","DFF7662815","$42,485.04","$42,485.04","North Dakota State College Sci"
"TRAINER ","101423","2C2D0EB4A0","$31,006.56","$31,006.56","North Dakota State College Sci"
"TRAINER ","101764","A513FD9D18","$910.00","$910.00","North Dakota State College Sci"
"TRAINER ","101767","BEBAB632D1","$7,131.00","$7,131.00","North Dakota State College Sci"
"TRAINER ","101769","1C3105BC30","$729.00","$729.00","North Dakota State College Sci"
"TRAINING ACCOUNT EXECUTIVE","11324","37CBAA53CD","$4,591.46","$4,591.46","North Dakota State College Sci"
"TRAINING ACCOUNT EXECUTIVE","26747","38993542D9","$23,930.04","$23,930.04","North Dakota State College Sci"
"TUTOR ","11563","973CC976EC","$9,814.45","$9,814.45","North Dakota State College Sci"
"TUTOR ","11563","D0DF3B982B","$1,333.03","$1,333.03","North Dakota State College Sci"
"TUTOR ","11563","EE8FA47A8D","$8,237.20","$8,237.20","North Dakota State College Sci"
"TUTOR ","11563","F674D778DE","$13,498.56","$13,498.56","North Dakota State College Sci"
"TUTOR ","101541","80C98C2E44","$362.20","$362.20","North Dakota State College Sci"
"TUTOR ","101542","E2846155DB","$1,660.00","$1,660.00","North Dakota State College Sci"
"TUTOR ","101543","E2905A13E8","$3,990.00","$3,990.00","North Dakota State College Sci"
"TUTOR ","101544","1458C661CF","$10,599.60","$10,599.60","North Dakota State College Sci"
"TUTOR ","102015","71FCBF4FB7","$143.50","$143.50","North Dakota State College Sci"
"TUTOR ","102015","96CB07B244","$933.60","$933.60","North Dakota State College Sci"
"VP ACADEMIC AFFAIRS ","11371","E9A810E3B1","$72,984.60","$72,984.60","North Dakota State College Sci"
"VP FOR ADMINISTRATIVE AFFAIRS ","11369","46C798E12A","$71,267.52","$71,267.52","North Dakota State College Sci"
"VP STUDENT AFFAIRS","11164","EC884F936C","$67,190.04","$67,190.04","North Dakota State College Sci"
"VP WORKFORCE AFFAIRS","11270","3A70CED762","$67,740.00","$67,740.00","North Dakota State College Sci"
"WAREHOUSE ASSISTANT - PT","23899","1C0574F994","$1,706.39","$1,706.39","North Dakota State College Sci"
"WAREHOUSE ASSISTANT - PT","23899","8F59C5099C","$399.00","$399.00","North Dakota State College Sci"
"WELLNESS SUPERVISOR/ASST WBB","11578","99225F2B8F","$4,277.27","$4,277.27","North Dakota State College Sci"
"4-H YOUTH DEV SPECIALIST","18446","A5CCFF46FD","$39,672.00","$39,672.00","North Dakota State University"
"4-H YOUTH DEV SPECIALIST","20526","43B2666C87","$30,500.04","$30,500.04","North Dakota State University"
"ACADEMIC & STUDENT SERV COOR","24344","FA8566B067","$18,302.70","$18,302.70","North Dakota State University"
"ACADEMIC & STUDENT SERV COOR","26052","41B4E98DB1","$19,919.72","$19,919.72","North Dakota State University"
"ACADEMIC & STUDENT SERV. COORD","27392","461F382D84","$17,859.96","$17,859.96","North Dakota State University"
"ACADEMIC ADVISOR","26171","08CD1AC4DD","$21,535.53","$21,535.53","North Dakota State University"
"ACADEMIC ADVISOR","26172","0E3D75F57F","$20,981.02","$20,981.02","North Dakota State University"
"ACADEMIC ADVISOR","26342","6B9DE3BB01","$26,777.03","$26,777.03","North Dakota State University"
"ACADEMIC ADVISOR","26802","AE3F7B7FC7","$20,460.15","$20,460.15","North Dakota State University"
"ACADEMIC ADVISOR/LECTURER ","26750","6A2E3405C3","$19,804.95","$19,804.95","North Dakota State University"
"ACADEMIC ADVISOR/LECTURER ","100517","632CEFDC7F","$28,570.56","$28,570.56","North Dakota State University"
"ACADEMIC ADVISOR/LECTURER ","101085","398FE34A0E","$33,742.96","$33,742.96","North Dakota State University"
"ACADEMIC ADVISOR/LECTURER ","101086","8298F4725F","$23,742.96","$23,742.96","North Dakota State University"
"ACADEMIC ADVISOR/LECTURER ","101275","B58F80D4C3","$3,411.51","$3,411.51","North Dakota State University"
"ACADEMIC ADVISOR/LECTURER ","102642","1A244AC72B","$7,725.32","$7,725.32","North Dakota State University"
"ACADEMIC ASSISTANT","18577","47503CD424","$19,617.48","$19,617.48","North Dakota State University"
"ACADEMIC ASSISTANT","18754","E3BE7C22D1","$23,177.04","$23,177.04","North Dakota State University"
"ACADEMIC ASSISTANT","19006","C5D21515B3","$11,251.75","$11,251.75","North Dakota State University"
"ACADEMIC ASSISTANT","19309","AC28E021F9","$14,606.96","$14,606.96","North Dakota State University"
"ACADEMIC ASSISTANT","19341","4B5DFE2ED4","$22,146.48","$22,146.48","North Dakota State University"
"ACADEMIC ASSISTANT","19627","76D3750660","$21,921.00","$21,921.00","North Dakota State University"
"ACADEMIC ASSISTANT","19800","12F72643BC","$19,338.48","$19,338.48","North Dakota State University"
"ACADEMIC ASSISTANT","19906","C2096CCE35","$25,742.49","$25,742.49","North Dakota State University"
"ACADEMIC ASSISTANT","20603","F925C1BDDA","$20,758.10","$20,758.10","North Dakota State University"
"ACADEMIC ASSISTANT","20671","5040186332","$24,233.04","$24,233.04","North Dakota State University"
"ACADEMIC ASSISTANT","20748","5CC3AA17EC","$20,026.56","$20,026.56","North Dakota State University"
"ACADEMIC ASSISTANT","20807","D3BE776F15","$8,536.44","$8,536.44","North Dakota State University"
"ACADEMIC ASSISTANT","20925","888AE9D509","$19,150.56","$19,150.56","North Dakota State University"
"ACADEMIC ASSISTANT","20954","714A3E1552","$12,150.00","$12,150.00","North Dakota State University"
"ACADEMIC ASSISTANT","21211","8AF4726108","$19,905.00","$19,905.00","North Dakota State University"
"ACADEMIC ASSISTANT","21252","6240BD8FA9","$18,699.96","$18,699.96","North Dakota State University"
"ACADEMIC ASSISTANT","21700","4A97B14ABD","$7,976.00","$7,976.00","North Dakota State University"
"ACADEMIC ASSISTANT","21836","3C6F226F0E","$17,738.04","$17,738.04","North Dakota State University"
"ACADEMIC ASSISTANT","21848","5C208FE01B","$16,519.50","$16,519.50","North Dakota State University"
"ACADEMIC ASSISTANT","22716","7E93FE0598","$28,071.36","$28,071.36","North Dakota State University"
"ACADEMIC ASSISTANT","23380","BF7F0D040B","$18,453.04","$18,453.04","North Dakota State University"
"ACADEMIC ASSISTANT","23818","7005376C61","$20,026.56","$20,026.56","North Dakota State University"
